Date;Solar Baseload [MWh];Solar Peakload [MWh];Solar Off-peak [MWh];Wind Baseload [MWh];Wind Peakload [MWh];Wind Off-peak [MWh]
2025-09-23;8109.53;16115.8;103.26;12095.99;10067.03;14124.94
2025-09-24;6683.79;13284.67;82.9;27375.86;27349.87;27401.86
2025-09-25;4718.5;9377.16;59.83;30217.05;28719.17;31714.92
2025-09-26;5210.61;10375.47;45.74;21232.54;20671.86;21793.23
2025-09-27;6195.15;;6195.15;10132.95;;10132.95
2025-09-28;9083.87;;9083.87;4710.8;;4710.8
2025-09-29;8803.59;17535.17;72.0;4830.15;3798.31;5862.0
2025-09-30;7158.08;14262.52;53.64;6111.63;4771.02;7452.25
2025-10-01;9496.3;18921.8;70.8;6989.19;5018.96;8959.43
2025-10-02;11268.0;22463.43;72.58;9206.84;6450.14;11963.53
2025-10-03;9633.2;19181.38;85.03;21402.5;19215.9;23589.09
2025-10-04;3577.19;;3577.19;39359.68;;39359.68
2025-10-05;4915.2;;4915.2;38833.75;;38833.75
2025-10-06;2916.69;5802.08;31.29;28129.48;25807.93;30451.04
2025-10-07;3212.38;6399.19;25.57;6718.56;6364.44;7072.69
2025-10-08;4797.69;9570.59;24.79;5707.55;4756.03;6659.06
2025-10-09;4485.16;8951.22;19.09;11529.63;12106.61;10952.66
2025-10-10;3539.91;7060.0;19.81;20419.88;19178.6;21661.17
2025-10-11;4226.46;;4226.46;14790.53;;14790.53
2025-10-12;3831.42;;3831.42;11314.94;;11314.94
2025-10-13;5115.26;10207.83;22.68;2647.57;1867.56;3427.57
2025-10-14;5462.09;10905.0;19.18;6445.59;6565.86;6325.33
2025-10-15;4339.03;8659.04;19.03;5085.84;5282.41;4889.27
2025-10-16;4145.46;8273.95;16.97;12923.75;12576.96;13270.54
2025-10-17;3917.76;7820.35;15.16;13541.43;13379.64;13703.21
2025-10-18;8626.59;;8626.59;8078.38;;8078.38
2025-10-19;6845.2;;6845.2;21483.56;;21483.56
2025-10-20;4129.64;8238.55;20.74;29203.52;26906.09;31500.95
2025-10-21;4921.21;9825.53;16.9;33673.01;33548.92;33797.1
2025-10-22;3397.21;6775.36;19.07;14084.99;10962.1;17207.88
2025-10-23;2585.24;5154.34;16.15;35265.65;39760.85;30770.45
2025-10-24;4231.98;8444.06;19.89;45801.46;47333.57;44269.36
2025-10-25;3029.74;;3029.74;42617.14;;42617.14
2025-10-26;3606.17;;3606.17;44549.34;;44549.34
2025-10-27;2840.42;5637.71;43.14;40673.88;39130.6;42217.17
2025-10-28;2656.49;5223.71;89.27;42169.74;43122.92;41216.56
2025-10-29;5548.59;10937.56;159.61;28543.46;24981.59;32105.33
2025-10-30;5740.65;11429.46;51.85;32657.77;35022.13;30293.41
2025-10-31;5362.05;10562.25;161.84;18076.71;16576.78;19576.65
2025-11-01;3438.24;;3438.24;27588.99;;27588.99
2025-11-02;2187.32;;2187.32;16463.2;;16463.2
2025-11-03;4794.92;9522.85;66.99;26744.64;28242.66;25246.62
2025-11-04;5874.22;11642.42;106.02;24635.27;22005.91;27264.64
2025-11-05;6670.53;13240.86;100.2;20114.68;15482.14;24747.22
2025-11-06;5762.47;11447.39;77.55;11755.4;8424.57;15086.24
2025-11-07;3798.88;7552.08;45.68;5151.39;2881.47;7421.31
2025-11-08;2355.08;;2355.08;1284.01;;1284.01
2025-11-09;1375.03;;1375.03;2439.29;;2439.29
2025-11-10;2848.04;5672.83;23.25;7632.93;7113.88;8151.98
2025-11-11;3404.68;6785.68;23.68;18203.6;15820.93;20586.28
2025-11-12;4475.13;8914.29;35.98;26138.87;25517.17;26760.57
2025-11-13;4422.58;8808.4;36.76;30043.0;30913.83;29172.16
2025-11-14;2312.31;4580.12;44.49;14574.87;15984.86;13164.88
2025-11-15;2119.31;;2119.31;22987.28;;22987.28
2025-11-16;2398.53;;2398.53;10084.96;;10084.96
2025-11-17;2082.86;4153.92;11.8;21267.46;21715.82;20819.1
2025-11-18;3383.48;6743.82;23.14;24067.6;22503.65;25631.55
2025-11-19;3001.59;5981.95;21.23;19009.94;18467.39;19552.49
2025-11-20;1958.08;3905.2;10.96;14230.33;13163.53;15297.12
2025-11-21;3875.99;7739.83;12.14;7170.69;5951.49;8389.89
2025-11-22;4825.67;;4825.67;18725.93;;18725.93
2025-11-23;4103.36;;4103.36;28465.4;;28465.4
2025-11-24;1076.58;2146.09;7.07;17549.59;15149.47;19949.7
2025-11-25;1343.16;2678.5;7.83;5521.19;5064.11;5978.26
2025-11-26;1324.88;2638.63;11.13;6462.01;5518.17;7405.86
2025-11-27;2159.38;4310.11;8.64;28556.89;32211.67;24902.1
2025-11-28;1827.69;3644.55;10.84;27675.16;25508.57;29841.74
2025-11-29;1644.04;;1644.04;20603.78;;20603.78
2025-11-30;1732.75;;1732.75;24510.69;;24510.69
2025-12-01;3529.11;7057.73;0.49;26524.6;25726.58;27322.63
2025-12-02;2526.13;5051.38;0.87;23411.83;20625.87;26197.8
2025-12-03;1463.72;2927.26;0.17;4791.23;3654.9;5927.55
2025-12-04;1478.51;2956.62;0.4;7741.91;8324.01;7159.81
2025-12-05;1092.17;2183.43;0.91;5055.23;2947.19;7163.27
2025-12-06;1332.32;;1332.32;29054.43;;29054.43
2025-12-07;1264.62;;1264.62;24527.15;;24527.15
2025-12-08;1764.81;3528.43;1.18;35499.85;33850.42;37149.27
2025-12-09;2694.83;5389.52;0.14;23842.8;21841.06;25844.54
2025-12-10;1776.39;3552.62;0.16;29305.81;25990.51;32621.12
2025-12-11;2182.92;4365.74;0.11;24921.72;24207.41;25636.04
2025-12-12;2027.12;4054.07;0.18;8044.65;6657.34;9431.96
2025-12-13;952.01;;952.01;12842.33;;12842.33
2025-12-14;1379.43;;1379.43;21698.2;;21698.2
2025-12-15;2885.76;5771.41;0.11;23594.98;21987.89;25202.07
2025-12-16;2485.66;4971.26;0.06;14250.4;11421.95;17078.85
2025-12-17;2216.95;4433.84;0.06;11520.5;10551.97;12489.02
2025-12-18;3249.88;6499.66;0.1;32943.9;32557.76;33330.03
2025-12-19;1336.38;2672.68;0.08;28688.95;25134.32;32243.57
2025-12-20;2030.08;;2030.08;7116.47;;7116.47
2025-12-21;2455.24;;2455.24;18841.19;;18841.19
2025-12-22;986.72;1973.37;0.07;27510.83;26588.6;28433.06
2025-12-23;662.6;1325.16;0.05;34808.21;36108.08;33508.33
2025-12-24;1516.24;3032.43;0.05;35192.21;35625.32;34759.1
