Den;Hodina;Nákup (MWh);Prodej (MWh);"Saldo DT
(MWh)";"Export
(MWh)";"Import
(MWh)";Množství - vč. Exp a Imp (MWh);Marginální cena ČR (EUR/MWh);Marginální cena ČR (Kč/MWh);Kurz Kč/EUR (ČNB);Částka (EUR)
9/9/2023;23;1315.9;3479.6;2163.7;2163.7;0;3479.6;110.9;2713.17;24.465;385887.64
9/9/2023;24;1152.7;3532.5;2379.8;2424.3;44.5;3532.5;103.16;2523.81;24.465;364412.7
9/10/2023;1;811.9;2858.5;2046.6;2296.4;249.8;2858.5;105.85;2589.62;24.465;302572.23
9/10/2023;2;988;2904.8;1916.8;2140.9;224.1;2904.8;104.04;2545.34;24.465;302215.39
9/10/2023;3;1049.2;3010.4;1961.2;2148.7;187.5;3010.4;103.18;2524.3;24.465;310613.07
9/10/2023;4;1065.4;3006.6;1941.2;2138.7;197.5;3006.6;100.12;2449.44;24.465;301020.79
9/10/2023;5;1039.9;2991.9;1952;2105.5;153.5;2991.9;95.23;2329.8;24.465;284918.64
9/10/2023;6;1036.5;3047.5;2011;2188.9;177.9;3047.5;97.53;2386.07;24.465;297222.68
9/10/2023;7;1026.6;2991.5;1964.9;2277.6;312.7;2991.5;98.01;2397.82;24.465;293196.92
9/10/2023;8;1073.9;2909.3;1835.4;2237.9;402.5;2909.3;96.87;2369.93;24.465;281823.89
9/10/2023;9;1193.9;2945.2;1751.3;2320.2;568.9;2945.2;93.02;2275.73;24.465;273962.5
9/10/2023;10;1351.4;2765.1;1413.7;1989.2;575.5;2765.1;82.29;2013.23;24.465;227540.08
9/10/2023;11;2130;2582.5;452.5;1547.1;1094.6;2582.5;54.73;1338.97;24.465;141340.23
9/10/2023;12;2610.5;2572.6;-37.9;722.5;760.4;2610.5;18;440.37;24.465;46989
9/10/2023;13;2540.5;2645.8;105.3;774;668.7;2645.8;8.28;202.57;24.465;21907.22
9/10/2023;14;2514.7;2713.8;199.1;620.4;421.3;2713.8;0.03;0.73;24.465;81.41
9/10/2023;15;2474.4;2705.7;231.3;342.5;111.2;2705.7;0;0;24.465;0
9/10/2023;16;2500.5;2633.7;133.2;540.6;407.4;2633.7;26.12;639.03;24.465;68792.24
9/10/2023;17;1394.6;2414.4;1019.8;1019.8;0;2414.4;79;1932.74;24.465;190737.6
9/10/2023;18;1388.5;2586.3;1197.8;1229;31.2;2586.3;100.16;2450.41;24.465;259043.81
9/10/2023;19;1576.2;3520.2;1944;2007.6;63.6;3520.2;120.85;2956.6;24.465;425416.17
9/10/2023;20;1750.3;3711.5;1961.2;2334.3;373.1;3711.5;149.8;3664.86;24.465;555982.7
9/10/2023;21;1802.8;3724.7;1921.9;2307;385.1;3724.7;151.09;3696.42;24.465;562764.92
9/10/2023;22;1642.1;3705.5;2063.4;2198.2;134.8;3705.5;131.57;3218.86;24.465;487532.64
9/10/2023;23;1562.9;3481.8;1918.9;1918.9;0;3481.8;113.93;2787.3;24.465;396681.47
9/10/2023;24;1473.7;3407.5;1933.8;1933.8;0;3407.5;100.86;2467.54;24.465;343680.45
9/11/2023;1;1161.8;2638.8;1477;1682.2;205.2;2638.8;105;2575.65;24.53;277074
9/11/2023;2;1208.3;2529.9;1321.6;1412.4;90.8;2529.9;97.33;2387.51;24.53;246235.17
9/11/2023;3;1205.3;2643.6;1438.3;1571.3;133;2643.6;96.03;2355.62;24.53;253864.91
9/11/2023;4;1175;2937;1762;1783.2;21.2;2937;92.7;2273.93;24.53;272259.9
9/11/2023;5;1213.1;3520.1;2307;2307;0;3520.1;93.92;2303.86;24.53;330607.79
9/11/2023;6;1423.6;3521.7;2098.1;2098.1;0;3521.7;103.55;2540.08;24.53;364672.04
9/11/2023;7;1916.3;3483.9;1567.6;2028.8;461.2;3483.9;145.06;3558.32;24.53;505374.53
9/11/2023;8;2097;3723.1;1626.1;2179.6;553.5;3723.1;177.94;4364.87;24.53;662488.41
9/11/2023;9;2010.5;3388.5;1378;1747.1;369.1;3388.5;136.44;3346.87;24.53;462326.94
9/11/2023;10;2070;3686;1616;1657.9;41.9;3686;113;2771.89;24.53;416518
9/11/2023;11;2099.6;3838;1738.4;1742.8;4.4;3838;95.16;2334.28;24.53;365224.08
9/11/2023;12;2719;3312.2;593.2;839.5;246.3;3312.2;90.23;2213.34;24.53;298859.81
9/11/2023;13;3112;3187;75;226.2;151.2;3187;88.52;2171.4;24.53;282113.24
9/11/2023;14;3074.5;3138.2;63.7;225.4;161.7;3138.2;86.56;2123.32;24.53;271642.59
9/11/2023;15;2965;3158.7;193.7;210.7;17;3158.7;89.05;2184.4;24.53;281282.24
9/11/2023;16;1963.8;2977.7;1013.9;1022.2;8.3;2977.7;92.53;2269.76;24.53;275526.58
9/11/2023;17;1874.2;3119.5;1245.3;1747.8;502.5;3119.5;100.18;2457.42;24.53;312511.51
9/11/2023;18;1936.3;3431;1494.7;1562.7;68;3431;133.1;3264.94;24.53;456666.1
9/11/2023;19;1996.4;4048.2;2051.8;2226.5;174.7;4048.2;260;6377.8;24.53;1052532
9/11/2023;20;953.1;4023.2;3070.1;3211.6;141.5;4023.2;444.02;10891.81;24.53;1786381.26
9/11/2023;21;1507.9;4245.6;2737.7;3110.2;372.5;4245.6;394;9664.82;24.53;1672766.4
9/11/2023;22;1837.3;4151;2313.7;2836.9;523.2;4151;216.35;5307.07;24.53;898068.85
9/11/2023;23;1593.3;3915.6;2322.3;2714.8;392.5;3915.6;147.03;3606.65;24.53;575710.67
9/11/2023;24;1394.8;3583.7;2188.9;2195.6;6.7;3583.7;119.94;2942.13;24.53;429828.98
9/12/2023;1;1304.2;3663.9;2359.7;2359.7;0;3663.9;106.19;2611.21;24.59;389069.54
9/12/2023;2;1339.3;3483;2143.7;2143.7;0;3483;104.31;2564.98;24.59;363311.73
9/12/2023;3;1270.1;3646.6;2376.5;2376.5;0;3646.6;105.02;2582.44;24.59;382965.93
9/12/2023;4;1274.9;3672.5;2397.6;2397.6;0;3672.5;104.44;2568.18;24.59;383555.9
9/12/2023;5;1320;4037;2717;2717;0;4037;105.32;2589.82;24.59;425176.84
9/12/2023;6;1520.3;4354.6;2834.3;2834.3;0;4354.6;115.06;2829.33;24.59;501040.28
9/12/2023;7;2014.3;4333;2318.7;2656.8;338.1;4333;150;3688.5;24.59;649950
9/12/2023;8;2197.2;4619.8;2422.6;2790.5;367.9;4619.8;209.15;5143;24.59;966231.17
9/12/2023;9;2129.4;4282;2152.6;2861.2;708.6;4282;146.1;3592.6;24.59;625600.2
9/12/2023;10;2161.8;4472.5;2310.7;2687.9;377.2;4472.5;123.22;3029.98;24.59;551101.45
9/12/2023;11;2124.2;4245.3;2121.1;2367.8;246.7;4245.3;106.81;2626.46;24.59;453440.49
9/12/2023;12;2584.9;3860.6;1275.7;1669.9;394.2;3860.6;101.59;2498.1;24.59;392198.35
9/12/2023;13;3177.8;3976.3;798.5;1142.1;343.6;3976.3;96.54;2373.92;24.59;383872
9/12/2023;14;3137.5;3973.9;836.4;975.7;139.3;3973.9;93.93;2309.74;24.59;373268.43
9/12/2023;15;3014.9;4010.3;995.4;995.4;0;4010.3;97.1;2387.69;24.59;389400.13
9/12/2023;16;2995.5;3699.8;704.3;895;190.7;3699.8;99.9;2456.54;24.59;369610.02
9/12/2023;17;1974.2;3915.2;1941;2079.3;138.3;3915.2;109.16;2684.24;24.59;427383.23
9/12/2023;18;2019.4;4371.2;2351.8;2450.5;98.7;4371.2;140.12;3445.55;24.59;612492.54
9/12/2023;19;2057.7;4532.5;2474.8;2631.7;156.9;4532.5;184.49;4536.61;24.59;836200.93
9/12/2023;20;2152.9;4717.6;2564.7;2623.2;58.5;4717.6;271.13;6667.09;24.59;1279082.89
9/12/2023;21;2246.9;4511.3;2264.4;2471;206.6;4511.3;183.45;4511.04;24.59;827597.99
9/12/2023;22;1921.3;4523.5;2602.2;2630.6;28.4;4523.5;136.62;3359.49;24.59;618000.57
9/12/2023;23;1624;4610;2986;2986;0;4610;115.55;2841.38;24.59;532685.5
9/12/2023;24;1512.8;4014.2;2501.4;2501.4;0;4014.2;93.77;2305.8;24.59;376411.53
9/13/2023;1;1250.6;3332.9;2082.3;2082.3;0;3332.9;106.45;2608.03;24.5;354787.21
9/13/2023;2;1580.1;3344.9;1764.8;1875.2;110.4;3344.9;99.9;2447.55;24.5;334155.51
9/13/2023;3;1856;3448.9;1592.9;1903.9;311;3448.9;98.76;2419.62;24.5;340613.36
9/13/2023;4;2152.9;3467.2;1314.3;1773.4;459.1;3467.2;96.24;2357.88;24.5;333683.33
9/13/2023;5;2164.6;3405.6;1241;1811;570;3405.6;95.94;2350.53;24.5;326733.26
9/13/2023;6;1503.1;3552.6;2049.5;2392.9;343.4;3552.6;99.92;2448.04;24.5;354975.79
9/13/2023;7;2035.1;3896.6;1861.5;1866.3;4.8;3896.6;127.93;3134.29;24.5;498492.04
9/13/2023;8;2233.3;4055.2;1821.9;1821.9;0;4055.2;140;3430;24.5;567728
9/13/2023;9;2131.5;3976;1844.5;1844.5;0;3976;137.72;3374.14;24.5;547574.72
9/13/2023;10;2174.2;3961.8;1787.6;1833;45.4;3961.8;124.91;3060.3;24.5;494868.44
9/13/2023;11;2196.4;4142.8;1946.4;1975.2;28.8;4142.8;103.21;2528.65;24.5;427578.39
9/13/2023;12;2222.3;3576.1;1353.8;1353.8;0;3576.1;96.86;2373.07;24.5;346381.05
9/13/2023;13;2509.5;3393.8;884.3;937.5;53.2;3393.8;94.21;2308.15;24.5;319729.9
9/13/2023;14;2760.4;3312.4;552;1011.8;459.8;3312.4;92.93;2276.79;24.5;307821.33
9/13/2023;15;2632.1;3172;539.9;1491.3;951.4;3172;92.28;2260.86;24.5;292712.16
9/13/2023;16;2326.4;2976.8;650.4;1599.9;949.5;2976.8;100.84;2470.58;24.5;300180.51
9/13/2023;17;2097;3207.6;1110.6;1965.9;855.3;3207.6;102.9;2521.05;24.5;330062.04
9/13/2023;18;2146.1;3546.9;1400.8;2191.1;790.3;3546.9;114.75;2811.38;24.5;407006.78
9/13/2023;19;2113.6;3728.4;1614.8;2158.5;543.7;3728.4;135.62;3322.69;24.5;505645.61
9/13/2023;20;2210.5;3898.7;1688.2;1716.8;28.6;3898.7;155.98;3821.51;24.5;608119.23
9/13/2023;21;2184.9;4148;1963.1;1963.1;0;4148;141.58;3468.71;24.5;587273.84
9/13/2023;22;1852.9;3997.1;2144.2;2144.2;0;3997.1;122.79;3008.36;24.5;490803.91
9/13/2023;23;1538.4;3765.5;2227.1;2227.1;0;3765.5;106.41;2607.05;24.5;400686.86
9/13/2023;24;1355.1;3398.3;2043.2;2043.2;0;3398.3;98.07;2402.72;24.5;333271.28
9/14/2023;1;1275.9;3229.2;1953.3;1953.3;0;3229.2;96.3;2356.94;24.475;310971.96
9/14/2023;2;1503.3;3233.7;1730.4;1730.4;0;3233.7;94.79;2319.99;24.475;306522.42
9/14/2023;3;1355.9;2499.9;1144;1207.1;63.1;2499.9;97.96;2397.57;24.475;244890.2
9/14/2023;4;1215.3;2546.4;1331.1;1443.3;112.2;2546.4;99.15;2426.7;24.475;252475.56
9/14/2023;5;1354.8;3641.7;2286.9;2286.9;0;3641.7;97.26;2380.44;24.475;354191.74
9/14/2023;6;1482.8;3897.3;2414.5;2414.5;0;3897.3;103.65;2536.83;24.475;403955.15
9/14/2023;7;2009.1;3837.2;1828.1;2314.7;486.6;3837.2;138.53;3390.52;24.475;531567.32
9/14/2023;8;2260;4038.7;1778.7;2275.3;496.6;4038.7;176.21;4312.74;24.475;711659.33
9/14/2023;9;2165.4;4082.1;1916.7;2286.6;369.9;4082.1;154.77;3788;24.475;631786.62
9/14/2023;10;2147;3815.2;1668.2;1668.2;0;3815.2;118.03;2888.78;24.475;450308.06
9/14/2023;11;2187.1;3595.3;1408.2;1408.2;0;3595.3;96.82;2369.67;24.475;348096.95
9/14/2023;12;2868.9;3331.4;462.5;1147.2;684.7;3331.4;91.52;2239.95;24.475;304889.73
9/14/2023;13;3110.7;3329.2;218.5;1355.6;1137.1;3329.2;91.49;2239.22;24.475;304588.51
9/14/2023;14;3065.8;3383.9;318.1;1544.5;1226.4;3383.9;89.92;2200.79;24.475;304280.29
9/14/2023;15;3028.8;3404.9;376.1;1478.1;1102;3404.9;89.58;2192.47;24.475;305010.94
9/14/2023;16;2334.8;3216.3;881.5;1737.6;856.1;3216.3;95.91;2347.4;24.475;308475.33
9/14/2023;17;1945.7;3304.2;1358.5;2043.3;684.8;3304.2;97.26;2380.44;24.475;321366.49
9/14/2023;18;1982.8;3666.2;1683.4;1903.2;219.8;3666.2;121.73;2979.34;24.475;446286.53
9/14/2023;19;1986.6;4043.7;2057.1;2163.3;106.2;4043.7;170.22;4166.14;24.475;688318.61
9/14/2023;20;2166.8;4111.1;1944.3;2252.2;307.9;4111.1;227.21;5560.97;24.475;934083.03
9/14/2023;21;2169.5;4048.5;1879;2196.7;317.7;4048.5;183.17;4483.09;24.475;741563.75
9/14/2023;22;1874.1;3847.7;1973.6;2303.8;330.2;3847.7;133.29;3262.27;24.475;512859.93
9/14/2023;23;1592.2;3924.6;2332.4;2332.4;0;3924.6;114.14;2793.58;24.475;447953.84
9/14/2023;24;1401.2;3468.9;2067.7;2067.7;0;3468.9;99.37;2432.08;24.475;344704.59
9/15/2023;1;1281;3728.2;2447.2;2447.2;0;3728.2;100.89;2472.31;24.505;376138.1
9/15/2023;2;1281.9;3560.2;2278.3;2278.3;0;3560.2;97.01;2377.23;24.505;345375
9/15/2023;3;1559.4;3678.8;2119.4;2119.4;0;3678.8;96.29;2359.59;24.505;354231.65
9/15/2023;4;2086.3;3752.5;1666.2;1813.6;147.4;3752.5;96.11;2355.18;24.505;360652.78
9/15/2023;5;1700.4;3653.1;1952.7;2210;257.3;3653.1;96.6;2367.18;24.505;352889.46
9/15/2023;6;1455.7;3855.3;2399.6;2533;133.4;3855.3;101.5;2487.26;24.505;391312.95
9/15/2023;7;1967.5;4331.1;2363.6;2363.6;0;4331.1;137.9;3379.24;24.505;597258.69
9/15/2023;8;2176;4328.6;2152.6;2152.6;0;4328.6;150.54;3688.98;24.505;651627.44
9/15/2023;9;2042.3;4245.1;2202.8;2202.8;0;4245.1;125.07;3064.84;24.505;530934.66
9/15/2023;10;2091.8;4331.5;2239.7;2239.7;0;4331.5;104.38;2557.83;24.505;452121.97
9/15/2023;11;2027.9;4459.9;2432;2432;0;4459.9;93.58;2293.18;24.505;417357.44
9/15/2023;12;2003.6;3903.8;1900.2;1900.2;0;3903.8;89.46;2192.22;24.505;349233.95
9/15/2023;13;2037.8;2179.7;141.9;1437.7;1295.8;2179.7;79.15;1939.57;24.505;172523.26
9/15/2023;14;1986.5;2015;28.5;1426.2;1397.7;2015;65.04;1593.81;24.505;131055.6
9/15/2023;15;1842.4;1956.4;114;1696.3;1582.3;1956.4;71.44;1750.64;24.505;139765.22
9/15/2023;16;2362.4;3332.6;970.2;2098.8;1128.6;3332.6;88.07;2158.16;24.505;293502.08
9/15/2023;17;1766.4;3532.8;1766.4;2513.2;746.8;3532.8;93.65;2294.89;24.505;330846.72
9/15/2023;18;1779.3;3946;2166.7;2397.1;230.4;3946;122.9;3011.67;24.505;484963.4
9/15/2023;19;1784.5;4275.8;2491.3;2491.3;0;4275.8;154.31;3781.37;24.505;659798.7
9/15/2023;20;1886.5;4574.1;2687.6;2687.6;0;4574.1;187.35;4591.01;24.505;856957.64
9/15/2023;21;1828.7;4450.9;2622.2;2622.2;0;4450.9;146.15;3581.41;24.505;650499.04
9/15/2023;22;1511.8;4209.7;2697.9;2697.9;0;4209.7;114.59;2808.03;24.505;482389.52
9/15/2023;23;1226;3628.1;2402.1;2529.3;127.2;3628.1;101.22;2480.4;24.505;367236.28
9/15/2023;24;1039.3;3712.7;2673.4;2673.4;0;3712.7;95.77;2346.84;24.505;355565.28
9/16/2023;1;934.1;3154.7;2220.6;2220.6;0;3154.7;96.24;2358.36;24.505;303608.33
9/16/2023;2;1208.7;3196;1987.3;1987.3;0;3196;94.02;2303.96;24.505;300487.92
9/16/2023;3;1217.5;3205.6;1988.1;1988.1;0;3205.6;91.4;2239.76;24.505;292991.84
9/16/2023;4;1214.4;3171.6;1957.2;1957.2;0;3171.6;89.48;2192.71;24.505;283794.77
9/16/2023;5;1200.3;3181.9;1981.6;1981.6;0;3181.9;91.33;2238.04;24.505;290602.93
9/16/2023;6;1207.8;3266.6;2058.8;2058.8;0;3266.6;91.27;2236.57;24.505;298142.58
9/16/2023;7;1242.2;3461.7;2219.5;2219.5;0;3461.7;100.18;2454.91;24.505;346793.11
9/16/2023;8;1280.5;3267.6;1987.1;1987.1;0;3267.6;100;2450.5;24.505;326760
9/16/2023;9;1344.5;3011.4;1666.9;1666.9;0;3011.4;101.5;2487.26;24.505;305657.1
9/16/2023;10;1443.5;3028.7;1585.2;1585.2;0;3028.7;90.79;2224.81;24.505;274975.67
9/16/2023;11;1524.5;3085.9;1561.4;1847.2;285.8;3085.9;79;1935.9;24.505;243786.1
9/16/2023;12;1761.7;2576.6;814.9;1267.7;452.8;2576.6;64.97;1592.09;24.505;167401.7
9/16/2023;13;2035.4;2768.8;733.4;1200;466.6;2768.8;54.48;1335.03;24.505;150844.22
9/16/2023;14;2079.8;2678.1;598.3;953.1;354.8;2678.1;32.44;794.94;24.505;86877.56
9/16/2023;15;2029.5;2627.1;597.6;1295.7;698.1;2627.1;34.4;842.97;24.505;90372.24
9/16/2023;16;1803.1;2491.6;688.5;1562.4;873.9;2491.6;74.46;1824.64;24.505;185524.54
9/16/2023;17;1432.9;3163;1730.1;1984;253.9;3163;87.03;2132.67;24.505;275275.89
9/16/2023;18;1396;3712.2;2316.2;2321.8;5.6;3712.2;108.25;2652.67;24.505;401845.65
9/16/2023;19;1548;4139.1;2591.1;2591.1;0;4139.1;130.99;3209.91;24.505;542180.71
9/16/2023;20;1639.7;4308;2668.3;2668.3;0;4308;177.89;4359.19;24.505;766350.12
9/16/2023;21;1609.2;4379.7;2770.5;2770.5;0;4379.7;142.25;3485.84;24.505;623012.33
9/16/2023;22;1426.9;4232.1;2805.2;2805.2;0;4232.1;117.15;2870.76;24.505;495790.52
9/16/2023;23;1313.3;4268.7;2955.4;2955.4;0;4268.7;105.03;2573.76;24.505;448341.56
9/16/2023;24;1178;4157;2979;2979;0;4157;99.72;2443.64;24.505;414536.04
9/17/2023;1;806.4;3523.4;2717;2769.9;52.9;3523.4;108.99;2670.8;24.505;384015.37
9/17/2023;2;1024.6;3455.2;2430.6;2638.4;207.8;3455.2;105.21;2578.17;24.505;363521.59
9/17/2023;3;1037.3;3482.1;2444.8;2444.8;0;3482.1;103.55;2537.49;24.505;360571.46
9/17/2023;4;1034.4;3448.1;2413.7;2413.7;0;3448.1;98.76;2420.11;24.505;340534.36
9/17/2023;5;1030.7;3433.1;2402.4;2402.4;0;3433.1;98.03;2402.23;24.505;336546.79
9/17/2023;6;1019.3;3516.9;2497.6;2497.6;0;3516.9;97.88;2398.55;24.505;344234.17
9/17/2023;7;1022.3;3609.6;2587.3;2587.3;0;3609.6;97.57;2390.95;24.505;352188.67
9/17/2023;8;1062.6;3341.3;2278.7;2278.7;0;3341.3;101.17;2479.17;24.505;338039.32
9/17/2023;9;1152.2;3304.8;2152.6;2152.6;0;3304.8;92.66;2270.63;24.505;306222.77
9/17/2023;10;1227;3223.2;1996.2;1996.2;0;3223.2;82.16;2013.33;24.505;264818.11
9/17/2023;11;1443.5;3212;1768.5;1768.5;0;3212;69.29;1697.95;24.505;222559.48
9/17/2023;12;2032.3;2785.6;753.3;891.2;137.9;2785.6;39.71;973.09;24.505;110616.18
9/17/2023;13;1486.3;2375.5;889.2;889.2;0;2375.5;21.21;519.75;24.505;50384.36
9/17/2023;14;1538.8;1952.8;414;669.9;255.9;1952.8;4.08;99.98;24.505;7967.42
9/17/2023;15;1541.9;1875.6;333.7;1022.5;688.8;1875.6;4.3;105.37;24.505;8065.08
9/17/2023;16;1885.1;2783.5;898.4;1750.8;852.4;2783.5;38.7;948.34;24.505;107721.45
9/17/2023;17;1341.1;3018.9;1677.8;2088.4;410.6;3018.9;75.76;1856.5;24.505;228711.86
9/17/2023;18;1375.9;3187.6;1811.7;2185.3;373.6;3187.6;105.94;2596.06;24.505;337694.34
9/17/2023;19;1561.1;3651.9;2090.8;2090.8;0;3651.9;129.1;3163.6;24.505;471460.29
9/17/2023;20;1748.8;3589;1840.2;1840.2;0;3589;149.82;3671.34;24.505;537703.98
9/17/2023;21;1761.5;3538.2;1776.7;1776.7;0;3538.2;128.8;3156.24;24.505;455720.16
9/17/2023;22;1572.2;3645.5;2073.3;2073.3;0;3645.5;118.25;2897.72;24.505;431080.38
9/17/2023;23;1487.6;3416.6;1929;1955.5;26.5;3416.6;108.91;2668.84;24.505;372101.91
9/17/2023;24;1352.6;3256.1;1903.5;2029.1;125.6;3256.1;99.18;2430.41;24.505;322940
9/18/2023;1;1106.8;3252.5;2145.7;2145.7;0;3252.5;94.02;2295.03;24.41;305800.05
9/18/2023;2;1181.8;3193.8;2012;2012;0;3193.8;88;2148.08;24.41;281054.4
9/18/2023;3;1137.6;3348.7;2211.1;2211.1;0;3348.7;81.73;1995.03;24.41;273689.25
9/18/2023;4;1681.8;3415.5;1733.7;1733.7;0;3415.5;84.13;2053.61;24.41;287346.02
9/18/2023;5;1121.9;3347.2;2225.3;2225.3;0;3347.2;85.61;2089.74;24.41;286553.79
9/18/2023;6;1331.1;3158.5;1827.4;2140;312.6;3158.5;92;2245.72;24.41;290582
9/18/2023;7;1881.3;3202;1320.7;1320.7;0;3202;116.72;2849.14;24.41;373737.44
9/18/2023;8;2061.2;3286;1224.8;1224.8;0;3286;133.43;3257.03;24.41;438450.98
9/18/2023;9;2036.8;3249.3;1212.5;1212.5;0;3249.3;129.85;3169.64;24.41;421921.61
9/18/2023;10;2084.9;3169.1;1084.2;1184.1;99.9;3169.1;105.85;2583.8;24.41;335449.24
9/18/2023;11;2056.8;3115.9;1059.1;1139.5;80.4;3115.9;90.65;2212.77;24.41;282456.34
9/18/2023;12;3375.8;3100.6;-275.2;303.2;578.4;3375.8;74.3;1813.66;24.41;250821.94
9/18/2023;13;3537.2;3140.7;-396.5;370.7;767.2;3537.2;56.01;1367.2;24.41;198118.57
9/18/2023;14;3514.6;3102.6;-412;558.3;970.3;3514.6;29.16;711.8;24.41;102485.74
9/18/2023;15;3393;3009.1;-383.9;605.6;989.5;3393;40.66;992.51;24.41;137959.38
9/18/2023;16;2627.9;2760.8;132.9;1040;907.1;2760.8;75.88;1852.23;24.41;209489.5
9/18/2023;17;2002.7;2573.7;571;1245.1;674.1;2573.7;90.15;2200.56;24.41;232019.06
9/18/2023;18;2007.8;3010.3;1002.5;1202.7;200.2;3010.3;116.6;2846.21;24.41;351000.98
9/18/2023;19;1986.6;3177.4;1190.8;1190.8;0;3177.4;138.81;3388.35;24.41;441054.89
9/18/2023;20;2095;3182.2;1087.2;1177.7;90.5;3182.2;161.78;3949.05;24.41;514816.32
9/18/2023;21;2114;3207.3;1093.3;1130.8;37.5;3207.3;127.02;3100.56;24.41;407391.25
9/18/2023;22;1810;3031;1221;1459.3;238.3;3031;106.19;2592.1;24.41;321861.89
9/18/2023;23;1566.9;2998.5;1431.6;1753.6;322;2998.5;93.03;2270.86;24.41;278950.46
9/18/2023;24;1579.9;3021.9;1442;1799.3;357.3;3021.9;73.19;1786.57;24.41;221172.86
9/19/2023;1;2139.8;2146.3;6.5;1879;1872.5;2146.3;4.92;120.2;24.43;10559.8
9/19/2023;2;2461.8;2170.3;-291.5;1797.5;2089;2461.8;1.9;46.42;24.43;4677.42
9/19/2023;3;2634.9;2253.4;-381.5;1825.7;2207.2;2634.9;0.87;21.25;24.43;2292.36
9/19/2023;4;2607.7;2148.8;-458.9;1762.9;2221.8;2607.7;0.84;20.52;24.43;2190.47
9/19/2023;5;2197.9;2133.9;-64;1770;1834;2197.9;11.62;283.88;24.43;25539.6
9/19/2023;6;2346.9;2558.9;212;1793.8;1581.8;2558.9;42.42;1036.32;24.43;108548.54
9/19/2023;7;2039;2352.7;313.7;1253.8;940.1;2352.7;86.21;2106.11;24.43;202826.27
9/19/2023;8;2215;2785.2;570.2;1235.8;665.6;2785.2;111.52;2724.43;24.43;310605.5
9/19/2023;9;2178.6;2859.9;681.3;1098.7;417.4;2859.9;114.06;2786.49;24.43;326200.19
9/19/2023;10;2161.5;2458.7;297.2;1258.5;961.3;2458.7;91.44;2233.88;24.43;224823.53
9/19/2023;11;2455.2;2477.8;22.6;1621.2;1598.6;2477.8;58;1416.94;24.43;143712.4
9/19/2023;12;2495.9;2581.8;85.9;1676.5;1590.6;2581.8;41.33;1009.69;24.43;106705.79
9/19/2023;13;2516.4;2682.3;165.9;1729.5;1563.6;2682.3;41.55;1015.07;24.43;111449.57
9/19/2023;14;2516.4;2725.9;209.5;1751.5;1542;2725.9;26.2;640.07;24.43;71418.58
9/19/2023;15;2369;2705.7;336.7;1815.5;1478.8;2705.7;33.26;812.54;24.43;89991.58
9/19/2023;16;2228.7;2588.3;359.6;1827.2;1467.6;2588.3;61;1490.23;24.43;157886.3
9/19/2023;17;2261.2;2240.4;-20.8;1593.5;1614.3;2261.2;59.7;1458.47;24.43;134993.64
9/19/2023;18;2068.6;2084.1;15.5;1346.9;1331.4;2084.1;87.25;2131.52;24.43;181837.73
9/19/2023;19;2083.9;2643.5;559.6;1599.6;1040;2643.5;111.89;2733.47;24.43;295781.22
9/19/2023;20;2179.7;2895.7;716;1349.3;633.3;2895.7;155.81;3806.44;24.43;451179.02
9/19/2023;21;2172.1;2882.3;710.2;1328.5;618.3;2882.3;121.54;2969.22;24.43;350314.74
9/19/2023;22;1851;2460.2;609.2;1485.7;876.5;2460.2;99.55;2432.01;24.43;244912.91
9/19/2023;23;1673.7;2372.2;698.5;2030.8;1332.3;2372.2;76.5;1868.9;24.43;181473.3
9/19/2023;24;1769.8;2546.7;776.9;2260.9;1484;2546.7;47.71;1165.56;24.43;121503.06
9/20/2023;1;1620.4;2161.4;541;2620.8;2079.8;2161.4;41.01;1000.44;24.395;88639.01
9/20/2023;2;1960.5;2148.8;188.3;2468.4;2280.1;2148.8;65.54;1598.85;24.395;140832.35
9/20/2023;3;2074.4;2259.3;184.9;2482.3;2297.4;2259.3;42.75;1042.89;24.395;96585.08
9/20/2023;4;2058.3;2306.8;248.5;2479.6;2231.1;2306.8;55.19;1346.36;24.395;127312.29
9/20/2023;5;1937.9;2236;298.1;2561.7;2263.6;2236;57.85;1411.25;24.395;129352.6
9/20/2023;6;1814.5;1954.8;140.3;2448.2;2307.9;1954.8;69.26;1689.6;24.395;135389.45
9/20/2023;7;2205.6;2090.3;-115.3;1428.8;1544.1;2205.6;107.53;2623.19;24.395;237168.17
9/20/2023;8;2387.8;2173.6;-214.2;1233.4;1447.6;2387.8;125.14;3052.79;24.395;298809.29
9/20/2023;9;2300.8;2237.8;-63;1121.5;1184.5;2300.8;105.61;2576.36;24.395;242987.49
9/20/2023;10;2412.4;2037;-375.4;1333;1708.4;2412.4;85.29;2080.65;24.395;205753.6
9/20/2023;11;2662.9;2285.3;-377.6;1514;1891.6;2662.9;48.75;1189.26;24.395;129816.38
9/20/2023;12;2976.9;2324.1;-652.8;1330.8;1983.6;2976.9;44;1073.38;24.395;130983.6
9/20/2023;13;3265.7;2336.8;-928.9;1228.4;2157.3;3265.7;44.78;1092.41;24.395;146238.05
9/20/2023;14;3646.2;2361.1;-1285.1;1051.5;2336.6;3646.2;38.18;931.4;24.395;139211.92
9/20/2023;15;3429.1;2273.3;-1155.8;1163.3;2319.1;3429.1;43.4;1058.74;24.395;148822.94
9/20/2023;16;3409.7;2011.8;-1397.9;1077.2;2475.1;3409.7;45;1097.78;24.395;153436.5
